cross type: one | select type: rul | mutation probability: 0% | cross probability: 0% | population size: 25 | time: 0.0741326
cross type: two | select type: turney | mutation probability: 50% | cross probability: 10% | population size: 25 | time: 0.0815198 | score: 412
cross type: one | select type: rul | mutation probability: 50% | cross probability: 20% | population size: 25 | time: 0.155905 | score: 395
cross type: one | select type: turney | mutation probability: 50% | cross probability: 20% | population size: 25 | time: 0.128086 | score: 417
cross type: two | select type: rul | mutation probability: 50% | cross probability: 20% | population size: 25 | time: 0.0570189 | score: 417
cross type: two | select type: turney | mutation probability: 50% | cross probability: 20% | population size: 25 | time: 0.0420138 | score: 395
cross type: one | select type: rul | mutation probability: 50% | cross probability: 30% | population size: 25 | time: 0.0907589 | score: 504
cross type: one | select type: turney | mutation probability: 50% | cross probability: 30% | population size: 25 | time: 0.0456536 | score: 495
cross type: two | select type: rul | mutation probability: 50% | cross probability: 30% | population size: 25 | time: 0.137805 | score: 395
cross type: two | select type: turney | mutation probability: 50% | cross probability: 30% | population size: 25 | time: 0.0483288 | score: 412
cross type: one | select type: rul | mutation probability: 50% | cross probability: 40% | population size: 25 | time: 0.0871245 | score: 495
cross type: one | select type: turney | mutation probability: 50% | cross probability: 40% | population size: 25 | time: 0.055218 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 40% | population size: 25 | time: 0.183229 | score: 495
cross type: two | select type: turney | mutation probability: 50% | cross probability: 40% | population size: 25 | time: 0.0938608 | score: 495
cross type: one | select type: rul | mutation probability: 50% | cross probability: 50% | population size: 25 | time: 0.162502 | score: 395
cross type: one | select type: turney | mutation probability: 50% | cross probability: 50% | population size: 25 | time: 0.124822 | score: 395
cross type: two | select type: rul | mutation probability: 50% | cross probability: 50% | population size: 25 | time: 0.101183 | score: 463
cross type: two | select type: turney | mutation probability: 50% | cross probability: 50% | population size: 25 | time: 0.07919 | score: 509
cross type: one | select type: rul | mutation probability: 50% | cross probability: 60% | population size: 25 | time: 0.161767 | score: 568
cross type: one | select type: turney | mutation probability: 50% | cross probability: 60% | population size: 25 | time: 0.0535827 | score: 412
cross type: two | select type: rul | mutation probability: 50% | cross probability: 60% | population size: 25 | time: 0.139388 | score: 395
cross type: two | select type: turney | mutation probability: 50% | cross probability: 60% | population size: 25 | time: 0.054266 | score: 395
cross type: one | select type: rul | mutation probability: 50% | cross probability: 70% | population size: 25 | time: 0.229739 | score: 425
cross type: one | select type: turney | mutation probability: 50% | cross probability: 70% | population size: 25 | time: 0.0927273 | score: 482
cross type: two | select type: rul | mutation probability: 50% | cross probability: 70% | population size: 25 | time: 0.120516 | score: 533
cross type: two | select type: turney | mutation probability: 50% | cross probability: 70% | population size: 25 | time: 0.127264 | score: 412
cross type: one | select type: rul | mutation probability: 50% | cross probability: 80% | population size: 25 | time: 0.0988416 | score: 533
cross type: one | select type: turney | mutation probability: 50% | cross probability: 80% | population size: 25 | time: 0.099002 | score: 429
cross type: two | select type: rul | mutation probability: 50% | cross probability: 80% | population size: 25 | time: 0.17628 | score: 454
cross type: two | select type: turney | mutation probability: 50% | cross probability: 80% | population size: 25 | time: 0.0833721 | score: 417
cross type: one | select type: rul | mutation probability: 50% | cross probability: 90% | population size: 25 | time: 0.247779 | score: 482
cross type: one | select type: turney | mutation probability: 50% | cross probability: 90% | population size: 25 | time: 0.109187 | score: 570
cross type: two | select type: rul | mutation probability: 50% | cross probability: 90% | population size: 25 | time: 0.306179 | score: 568
cross type: two | select type: turney | mutation probability: 50% | cross probability: 90% | population size: 25 | time: 0.250455 | score: 533
cross type: one | select type: rul | mutation probability: 60% | cross probability: 0% | population size: 25 | time: 0.0788981 | score: 504
cross type: one | select type: turney | mutation probability: 60% | cross probability: 0% | population size: 25 | time: 0.102348 | score: 419
cross type: two | select type: rul | mutation probability: 60% | cross probability: 0% | population size: 25 | time: 0.0676992 | score: 417
cross type: two | select type: turney | mutation probability: 60% | cross probability: 0% | population size: 25 | time: 0.0665932 | score: 412
cross type: one | select type: rul | mutation probability: 60% | cross probability: 10% | population size: 25 | time: 0.108585 | score: 395
cross type: one | select type: turney | mutation probability: 60% | cross probability: 10% | population size: 25 | time: 0.0681204 | score: 425
cross type: two | select type: rul | mutation probability: 60% | cross probability: 10% | population size: 25 | time: 0.0514299 | score: 395
cross type: two | select type: turney | mutation probability: 60% | cross probability: 10% | population size: 25 | time: 0.0464937 | score: 395
cross type: one | select type: rul | mutation probability: 60% | cross probability: 20% | population size: 25 | time: 0.0745528 | score: 395
cross type: one | select type: turney | mutation probability: 60% | cross probability: 20% | population size: 25 | time: 0.0458005 | score: 504
cross type: two | select type: rul | mutation probability: 60% | cross probability: 20% | population size: 25 | time: 0.110386 | score: 509
cross type: two | select type: turney | mutation probability: 60% | cross probability: 20% | population size: 25 | time: 0.0803115 | score: 533
cross type: one | select type: rul | mutation probability: 60% | cross probability: 30% | population size: 25 | time: 0.096781 | score: 395
cross type: one | select type: turney | mutation probability: 60% | cross probability: 30% | population size: 25 | time: 0.207919 | score: 425
cross type: two | select type: rul | mutation probability: 60% | cross probability: 30% | population size: 25 | time: 0.323922 | score: 429
cross type: two | select type: turney | mutation probability: 60% | cross probability: 30% | population size: 25 | time: 0.117187 | score: 395
cross type: one | select type: rul | mutation probability: 60% | cross probability: 40% | population size: 25 | time: 0.256066 | score: 395
cross type: one | select type: turney | mutation probability: 60% | cross probability: 40% | population size: 25 | time: 0.06387 | score: 417
cross type: two | select type: rul | mutation probability: 60% | cross probability: 40% | population size: 25 | time: 0.182827 | score: 509
cross type: two | select type: turney | mutation probability: 60% | cross probability: 40% | population size: 25 | time: 0.061101 | score: 482
cross type: one | select type: rul | mutation probability: 60% | cross probability: 50% | population size: 25 | time: 0.11914 | score: 425
cross type: one | select type: turney | mutation probability: 60% | cross probability: 50% | population size: 25 | time: 0.0851057 | score: 412
cross type: two | select type: rul | mutation probability: 60% | cross probability: 50% | population size: 25 | time: 0.205082 | score: 417
cross type: two | select type: turney | mutation probability: 60% | cross probability: 50% | population size: 25 | time: 0.0729298 | score: 425
cross type: one | select type: rul | mutation probability: 60% | cross probability: 60% | population size: 25 | time: 0.138616 | score: 395
cross type: one | select type: turney | mutation probability: 60% | cross probability: 60% | population size: 25 | time: 0.0507917 | score: 509
cross type: two | select type: rul | mutation probability: 60% | cross probability: 60% | population size: 25 | time: 0.208388 | score: 395
cross type: two | select type: turney | mutation probability: 60% | cross probability: 60% | population size: 25 | time: 0.20938 | score: 417
cross type: one | select type: rul | mutation probability: 60% | cross probability: 70% | population size: 25 | time: 0.235591 | score: 460
cross type: one | select type: turney | mutation probability: 60% | cross probability: 70% | population size: 25 | time: 0.162071 | score: 395
cross type: two | select type: rul | mutation probability: 60% | cross probability: 70% | population size: 25 | time: 0.171819 | score: 509
cross type: two | select type: turney | mutation probability: 60% | cross probability: 70% | population size: 25 | time: 0.0928093 | score: 504
cross type: one | select type: rul | mutation probability: 60% | cross probability: 80% | population size: 25 | time: 0.210474 | score: 412
cross type: one | select type: turney | mutation probability: 60% | cross probability: 80% | population size: 25 | time: 0.0755916 | score: 568
cross type: two | select type: rul | mutation probability: 60% | cross probability: 80% | population size: 25 | time: 0.222073 | score: 425
cross type: two | select type: turney | mutation probability: 60% | cross probability: 80% | population size: 25 | time: 0.287373 | score: 417
cross type: one | select type: rul | mutation probability: 60% | cross probability: 90% | population size: 25 | time: 0.269361 | score: 511
cross type: one | select type: turney | mutation probability: 60% | cross probability: 90% | population size: 25 | time: 0.0677403 | score: 417
cross type: two | select type: rul | mutation probability: 60% | cross probability: 90% | population size: 25 | time: 0.223719 | score: 570
cross type: two | select type: turney | mutation probability: 60% | cross probability: 90% | population size: 25 | time: 0.0757301 | score: 412
cross type: one | select type: rul | mutation probability: 70% | cross probability: 0% | population size: 25 | time: 0.0504744 | score: 533
cross type: one | select type: turney | mutation probability: 70% | cross probability: 0% | population size: 25 | time: 0.0568211 | score: 509
cross type: two | select type: rul | mutation probability: 70% | cross probability: 0% | population size: 25 | time: 0.0353576 | score: 504
cross type: two | select type: turney | mutation probability: 70% | cross probability: 0% | population size: 25 | time: 0.0787008 | score: 395
cross type: one | select type: rul | mutation probability: 70% | cross probability: 10% | population size: 25 | time: 0.073946 | score: 511
cross type: one | select type: turney | mutation probability: 70% | cross probability: 10% | population size: 25 | time: 0.0985434 | score: 417
cross type: two | select type: rul | mutation probability: 70% | cross probability: 10% | population size: 25 | time: 0.194245 | score: 417
cross type: two | select type: turney | mutation probability: 70% | cross probability: 10% | population size: 25 | time: 0.0983274 | score: 465
cross type: one | select type: rul | mutation probability: 70% | cross probability: 20% | population size: 25 | time: 0.442291 | score: 482
cross type: one | select type: turney | mutation probability: 70% | cross probability: 20% | population size: 25 | time: 0.127354 | score: 504
cross type: two | select type: rul | mutation probability: 70% | cross probability: 20% | population size: 25 | time: 0.126687 | score: 511
cross type: two | select type: turney | mutation probability: 70% | cross probability: 20% | population size: 25 | time: 0.123124 | score: 395
cross type: one | select type: rul | mutation probability: 70% | cross probability: 30% | population size: 25 | time: 0.156384 | score: 412
cross type: one | select type: turney | mutation probability: 70% | cross probability: 30% | population size: 25 | time: 0.0832799 | score: 412
cross type: two | select type: rul | mutation probability: 70% | cross probability: 30% | population size: 25 | time: 0.141108 | score: 412
cross type: two | select type: turney | mutation probability: 70% | cross probability: 30% | population size: 25 | time: 0.219126 | score: 491
cross type: one | select type: rul | mutation probability: 70% | cross probability: 40% | population size: 25 | time: 0.199415 | score: 495
cross type: one | select type: turney | mutation probability: 70% | cross probability: 40% | population size: 25 | time: 0.206136 | score: 412
cross type: two | select type: rul | mutation probability: 70% | cross probability: 40% | population size: 25 | time: 0.357434 | score: 568
cross type: two | select type: turney | mutation probability: 70% | cross probability: 40% | population size: 25 | time: 0.0838684 | score: 395
cross type: one | select type: rul | mutation probability: 70% | cross probability: 50% | population size: 25 | time: 0.144217 | score: 509
cross type: one | select type: turney | mutation probability: 70% | cross probability: 50% | population size: 25 | time: 0.115728 | score: 395
cross type: two | select type: rul | mutation probability: 70% | cross probability: 50% | population size: 25 | time: 0.110165 | score: 570
cross type: two | select type: turney | mutation probability: 70% | cross probability: 50% | population size: 25 | time: 0.0678483 | score: 465
cross type: one | select type: rul | mutation probability: 70% | cross probability: 60% | population size: 25 | time: 0.188462 | score: 395
cross type: one | select type: turney | mutation probability: 70% | cross probability: 60% | population size: 25 | time: 0.0825221 | score: 412
cross type: two | select type: rul | mutation probability: 70% | cross probability: 60% | population size: 25 | time: 0.169179 | score: 533
cross type: two | select type: turney | mutation probability: 70% | cross probability: 60% | population size: 25 | time: 0.13669 | score: 395
cross type: one | select type: rul | mutation probability: 70% | cross probability: 70% | population size: 25 | time: 0.131073 | score: 412
cross type: one | select type: turney | mutation probability: 70% | cross probability: 70% | population size: 25 | time: 0.0780632 | score: 395
cross type: two | select type: rul | mutation probability: 70% | cross probability: 70% | population size: 25 | time: 0.195464 | score: 425
cross type: two | select type: turney | mutation probability: 70% | cross probability: 70% | population size: 25 | time: 0.0835518 | score: 533
cross type: one | select type: rul | mutation probability: 70% | cross probability: 80% | population size: 25 | time: 0.174422 | score: 570
cross type: one | select type: turney | mutation probability: 70% | cross probability: 80% | population size: 25 | time: 0.196381 | score: 425
cross type: two | select type: rul | mutation probability: 70% | cross probability: 80% | population size: 25 | time: 0.296565 | score: 504
cross type: two | select type: turney | mutation probability: 70% | cross probability: 80% | population size: 25 | time: 0.122229 | score: 460
cross type: one | select type: rul | mutation probability: 70% | cross probability: 90% | population size: 25 | time: 0.219553 | score: 432
cross type: one | select type: turney | mutation probability: 70% | cross probability: 90% | population size: 25 | time: 0.105276 | score: 395
cross type: two | select type: rul | mutation probability: 70% | cross probability: 90% | population size: 25 | time: 0.128231 | score: 395
cross type: two | select type: turney | mutation probability: 70% | cross probability: 90% | population size: 25 | time: 0.0987111 | score: 395
cross type: one | select type: rul | mutation probability: 80% | cross probability: 0% | population size: 25 | time: 0.199602 | score: 412
cross type: one | select type: turney | mutation probability: 80% | cross probability: 0% | population size: 25 | time: 0.088863 | score: 460
cross type: two | select type: rul | mutation probability: 80% | cross probability: 0% | population size: 25 | time: 0.0605203 | score: 395
cross type: two | select type: turney | mutation probability: 80% | cross probability: 0% | population size: 25 | time: 0.0870128 | score: 417
cross type: one | select type: rul | mutation probability: 80% | cross probability: 10% | population size: 25 | time: 0.0790926 | score: 417
cross type: one | select type: turney | mutation probability: 80% | cross probability: 10% | population size: 25 | time: 0.0748988 | score: 568
cross type: two | select type: rul | mutation probability: 80% | cross probability: 10% | population size: 25 | time: 0.107786 | score: 526
cross type: two | select type: turney | mutation probability: 80% | cross probability: 10% | population size: 25 | time: 0.089125 | score: 533
cross type: one | select type: rul | mutation probability: 80% | cross probability: 20% | population size: 25 | time: 0.0884467 | score: 533
cross type: one | select type: turney | mutation probability: 80% | cross probability: 20% | population size: 25 | time: 0.132988 | score: 412
cross type: two | select type: rul | mutation probability: 80% | cross probability: 20% | population size: 25 | time: 0.214234 | score: 570
cross type: two | select type: turney | mutation probability: 80% | cross probability: 20% | population size: 25 | time: 0.166385 | score: 495
cross type: one | select type: rul | mutation probability: 80% | cross probability: 30% | population size: 25 | time: 0.100467 | score: 480
cross type: one | select type: turney | mutation probability: 80% | cross probability: 30% | population size: 25 | time: 0.0773216 | score: 504
cross type: two | select type: rul | mutation probability: 80% | cross probability: 30% | population size: 25 | time: 0.0851193 | score: 395
cross type: two | select type: turney | mutation probability: 80% | cross probability: 30% | population size: 25 | time: 0.0845028 | score: 509
cross type: one | select type: rul | mutation probability: 80% | cross probability: 40% | population size: 25 | time: 0.210718 | score: 480
cross type: one | select type: turney | mutation probability: 80% | cross probability: 40% | population size: 25 | time: 0.0433836 | score: 533
cross type: two | select type: rul | mutation probability: 80% | cross probability: 40% | population size: 25 | time: 0.116753 | score: 533
cross type: two | select type: turney | mutation probability: 80% | cross probability: 40% | population size: 25 | time: 0.0628077 | score: 412
cross type: one | select type: rul | mutation probability: 80% | cross probability: 50% | population size: 25 | time: 0.246473 | score: 429
cross type: one | select type: turney | mutation probability: 80% | cross probability: 50% | population size: 25 | time: 0.0782398 | score: 395
cross type: two | select type: rul | mutation probability: 80% | cross probability: 50% | population size: 25 | time: 0.131182 | score: 482
cross type: two | select type: turney | mutation probability: 80% | cross probability: 50% | population size: 25 | time: 0.067569 | score: 425
cross type: one | select type: rul | mutation probability: 80% | cross probability: 60% | population size: 25 | time: 0.105146 | score: 417
cross type: one | select type: turney | mutation probability: 80% | cross probability: 60% | population size: 25 | time: 0.0718532 | score: 504
cross type: two | select type: rul | mutation probability: 80% | cross probability: 60% | population size: 25 | time: 0.130467 | score: 570
cross type: two | select type: turney | mutation probability: 80% | cross probability: 60% | population size: 25 | time: 0.0641575 | score: 509
cross type: one | select type: rul | mutation probability: 80% | cross probability: 70% | population size: 25 | time: 0.127576 | score: 412
cross type: one | select type: turney | mutation probability: 80% | cross probability: 70% | population size: 25 | time: 0.165618 | score: 412
cross type: two | select type: rul | mutation probability: 80% | cross probability: 70% | population size: 25 | time: 0.239932 | score: 419
cross type: two | select type: turney | mutation probability: 80% | cross probability: 70% | population size: 25 | time: 0.125967 | score: 412
cross type: one | select type: rul | mutation probability: 80% | cross probability: 80% | population size: 25 | time: 0.215876 | score: 548
cross type: one | select type: turney | mutation probability: 80% | cross probability: 80% | population size: 25 | time: 0.157059 | score: 395
cross type: two | select type: rul | mutation probability: 80% | cross probability: 80% | population size: 25 | time: 0.206763 | score: 460
cross type: two | select type: turney | mutation probability: 80% | cross probability: 80% | population size: 25 | time: 0.147908 | score: 425
cross type: one | select type: rul | mutation probability: 80% | cross probability: 90% | population size: 25 | time: 0.301387 | score: 568
cross type: one | select type: turney | mutation probability: 80% | cross probability: 90% | population size: 25 | time: 0.100215 | score: 548
cross type: two | select type: rul | mutation probability: 80% | cross probability: 90% | population size: 25 | time: 0.188976 | score: 495
cross type: two | select type: turney | mutation probability: 80% | cross probability: 90% | population size: 25 | time: 0.0969945 | score: 417
cross type: one | select type: rul | mutation probability: 90% | cross probability: 0% | population size: 25 | time: 0.0462233 | score: 417
cross type: one | select type: turney | mutation probability: 90% | cross probability: 0% | population size: 25 | time: 0.0744359 | score: 395
cross type: two | select type: rul | mutation probability: 90% | cross probability: 0% | population size: 25 | time: 0.0665546 | score: 412
cross type: two | select type: turney | mutation probability: 90% | cross probability: 0% | population size: 25 | time: 0.0627229 | score: 417
cross type: one | select type: rul | mutation probability: 90% | cross probability: 10% | population size: 25 | time: 0.0741657 | score: 425
cross type: one | select type: turney | mutation probability: 90% | cross probability: 10% | population size: 25 | time: 0.111432 | score: 425
cross type: two | select type: rul | mutation probability: 90% | cross probability: 10% | population size: 25 | time: 0.127745 | score: 412
cross type: two | select type: turney | mutation probability: 90% | cross probability: 10% | population size: 25 | time: 0.0650149 | score: 417
cross type: one | select type: rul | mutation probability: 90% | cross probability: 20% | population size: 25 | time: 0.0649698 | score: 504
cross type: one | select type: turney | mutation probability: 90% | cross probability: 20% | population size: 25 | time: 0.0744858 | score: 491
cross type: two | select type: rul | mutation probability: 90% | cross probability: 20% | population size: 25 | time: 0.126712 | score: 509
cross type: two | select type: turney | mutation probability: 90% | cross probability: 20% | population size: 25 | time: 0.059654 | score: 425
cross type: one | select type: rul | mutation probability: 90% | cross probability: 30% | population size: 25 | time: 0.117452 | score: 495
cross type: one | select type: turney | mutation probability: 90% | cross probability: 30% | population size: 25 | time: 0.0677469 | score: 504
cross type: two | select type: rul | mutation probability: 90% | cross probability: 30% | population size: 25 | time: 0.150886 | score: 417
cross type: two | select type: turney | mutation probability: 90% | cross probability: 30% | population size: 25 | time: 0.0939061 | score: 533
cross type: one | select type: rul | mutation probability: 90% | cross probability: 40% | population size: 25 | time: 0.0800878 | score: 412
cross type: one | select type: turney | mutation probability: 90% | cross probability: 40% | population size: 25 | time: 0.0683051 | score: 412
cross type: two | select type: rul | mutation probability: 90% | cross probability: 40% | population size: 25 | time: 0.0917068 | score: 417
cross type: two | select type: turney | mutation probability: 90% | cross probability: 40% | population size: 25 | time: 0.0863971 | score: 504
cross type: one | select type: rul | mutation probability: 90% | cross probability: 50% | population size: 25 | time: 0.111972 | score: 548
cross type: one | select type: turney | mutation probability: 90% | cross probability: 50% | population size: 25 | time: 0.184891 | score: 465
cross type: two | select type: rul | mutation probability: 90% | cross probability: 50% | population size: 25 | time: 0.12815 | score: 548
cross type: two | select type: turney | mutation probability: 90% | cross probability: 50% | population size: 25 | time: 0.0639546 | score: 417
cross type: one | select type: rul | mutation probability: 90% | cross probability: 60% | population size: 25 | time: 0.240304 | score: 533
cross type: one | select type: turney | mutation probability: 90% | cross probability: 60% | population size: 25 | time: 0.0857064 | score: 417
cross type: two | select type: rul | mutation probability: 90% | cross probability: 60% | population size: 25 | time: 0.150351 | score: 417
cross type: two | select type: turney | mutation probability: 90% | cross probability: 60% | population size: 25 | time: 0.123576 | score: 395
cross type: one | select type: rul | mutation probability: 90% | cross probability: 70% | population size: 25 | time: 0.17065 | score: 432
cross type: one | select type: turney | mutation probability: 90% | cross probability: 70% | population size: 25 | time: 0.11622 | score: 429
cross type: two | select type: rul | mutation probability: 90% | cross probability: 70% | population size: 25 | time: 0.15596 | score: 463
cross type: two | select type: turney | mutation probability: 90% | cross probability: 70% | population size: 25 | time: 0.100083 | score: 395
cross type: one | select type: rul | mutation probability: 90% | cross probability: 80% | population size: 25 | time: 0.247894 | score: 533
cross type: one | select type: turney | mutation probability: 90% | cross probability: 80% | population size: 25 | time: 0.0998867 | score: 412
cross type: two | select type: rul | mutation probability: 90% | cross probability: 80% | population size: 25 | time: 0.202231 | score: 568
cross type: two | select type: turney | mutation probability: 90% | cross probability: 80% | population size: 25 | time: 0.0982635 | score: 509
cross type: one | select type: rul | mutation probability: 90% | cross probability: 90% | population size: 25 | time: 0.201355 | score: 465
cross type: one | select type: turney | mutation probability: 90% | cross probability: 90% | population size: 25 | time: 0.170693 | score: 395
cross type: two | select type: rul | mutation probability: 90% | cross probability: 90% | population size: 25 | time: 0.220639 | score: 412
cross type: two | select type: turney | mutation probability: 90% | cross probability: 90% | population size: 25 | time: 0.109996 | score: 509
cross type: one | select type: rul | mutation probability: 0% | cross probability: 0% | population size: 50 | time: 0.12443 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 0% | population size: 50 | time: 0.117 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 0% | population size: 50 | time: 0.106985 | score: 395
cross type: two | select type: turney | mutation probability: 0% | cross probability: 0% | population size: 50 | time: 0.110302 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 10% | population size: 50 | time: 0.132407 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 10% | population size: 50 | time: 0.174157 | score: 412
cross type: two | select type: rul | mutation probability: 0% | cross probability: 10% | population size: 50 | time: 0.148882 | score: 395
cross type: two | select type: turney | mutation probability: 0% | cross probability: 10% | population size: 50 | time: 0.103766 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 20% | population size: 50 | time: 0.173664 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 20% | population size: 50 | time: 0.134208 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 20% | population size: 50 | time: 0.160743 | score: 432
cross type: two | select type: turney | mutation probability: 0% | cross probability: 20% | population size: 50 | time: 0.139324 | score: 412
cross type: one | select type: rul | mutation probability: 0% | cross probability: 30% | population size: 50 | time: 0.201771 | score: 465
cross type: one | select type: turney | mutation probability: 0% | cross probability: 30% | population size: 50 | time: 0.0999212 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 30% | population size: 50 | time: 0.317565 | score: 412
cross type: two | select type: turney | mutation probability: 0% | cross probability: 30% | population size: 50 | time: 0.142878 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 40% | population size: 50 | time: 0.198195 | score: 463
cross type: one | select type: turney | mutation probability: 0% | cross probability: 40% | population size: 50 | time: 0.0896852 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 40% | population size: 50 | time: 0.317569 | score: 509
cross type: two | select type: turney | mutation probability: 0% | cross probability: 40% | population size: 50 | time: 0.0958594 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 50% | population size: 50 | time: 0.311161 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 50% | population size: 50 | time: 0.135808 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 50% | population size: 50 | time: 0.318769 | score: 548
cross type: two | select type: turney | mutation probability: 0% | cross probability: 50% | population size: 50 | time: 0.166189 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 60% | population size: 50 | time: 0.31298 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 60% | population size: 50 | time: 0.12112 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 60% | population size: 50 | time: 0.349066 | score: 480
cross type: two | select type: turney | mutation probability: 0% | cross probability: 60% | population size: 50 | time: 0.142124 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 70% | population size: 50 | time: 0.636553 | score: 480
cross type: one | select type: turney | mutation probability: 0% | cross probability: 70% | population size: 50 | time: 0.243757 | score: 412
cross type: two | select type: rul | mutation probability: 0% | cross probability: 70% | population size: 50 | time: 0.553883 | score: 495
cross type: two | select type: turney | mutation probability: 0% | cross probability: 70% | population size: 50 | time: 0.294941 | score: 412
cross type: one | select type: rul | mutation probability: 0% | cross probability: 80% | population size: 50 | time: 0.311439 | score: 568
cross type: one | select type: turney | mutation probability: 0% | cross probability: 80% | population size: 50 | time: 0.175902 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 80% | population size: 50 | time: 0.626498 | score: 482
cross type: two | select type: turney | mutation probability: 0% | cross probability: 80% | population size: 50 | time: 0.164754 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 90% | population size: 50 | time: 0.558746 | score: 412
cross type: one | select type: turney | mutation probability: 0% | cross probability: 90% | population size: 50 | time: 0.184153 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 90% | population size: 50 | time: 0.599288 | score: 511
cross type: two | select type: turney | mutation probability: 0% | cross probability: 90% | population size: 50 | time: 0.24729 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 0% | population size: 50 | time: 0.136852 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 0% | population size: 50 | time: 0.115622 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 0% | population size: 50 | time: 0.142869 | score: 395
cross type: two | select type: turney | mutation probability: 10% | cross probability: 0% | population size: 50 | time: 0.193947 | score: 412
cross type: one | select type: rul | mutation probability: 10% | cross probability: 10% | population size: 50 | time: 0.207947 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 10% | population size: 50 | time: 0.257247 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 10% | population size: 50 | time: 0.147149 | score: 395
cross type: two | select type: turney | mutation probability: 10% | cross probability: 10% | population size: 50 | time: 0.149073 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 20% | population size: 50 | time: 0.193851 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 20% | population size: 50 | time: 0.348681 | score: 412
cross type: two | select type: rul | mutation probability: 10% | cross probability: 20% | population size: 50 | time: 0.442509 | score: 395
cross type: two | select type: turney | mutation probability: 10% | cross probability: 20% | population size: 50 | time: 0.281322 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 30% | population size: 50 | time: 0.364053 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 30% | population size: 50 | time: 0.195328 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 30% | population size: 50 | time: 0.299736 | score: 395
cross type: two | select type: turney | mutation probability: 10% | cross probability: 30% | population size: 50 | time: 0.15505 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 40% | population size: 50 | time: 0.288102 | score: 509
cross type: one | select type: turney | mutation probability: 10% | cross probability: 40% | population size: 50 | time: 0.248172 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 40% | population size: 50 | time: 0.555207 | score: 412
cross type: two | select type: turney | mutation probability: 10% | cross probability: 40% | population size: 50 | time: 0.372716 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 50% | population size: 50 | time: 0.473581 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 50% | population size: 50 | time: 0.175155 | score: 412
cross type: two | select type: rul | mutation probability: 10% | cross probability: 50% | population size: 50 | time: 0.43501 | score: 570
cross type: two | select type: turney | mutation probability: 10% | cross probability: 50% | population size: 50 | time: 0.249982 | score: 509
cross type: one | select type: rul | mutation probability: 10% | cross probability: 60% | population size: 50 | time: 0.223838 | score: 495
cross type: one | select type: turney | mutation probability: 10% | cross probability: 60% | population size: 50 | time: 0.110938 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 60% | population size: 50 | time: 0.28913 | score: 511
cross type: two | select type: turney | mutation probability: 10% | cross probability: 60% | population size: 50 | time: 0.22676 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 70% | population size: 50 | time: 0.326524 | score: 412
cross type: one | select type: turney | mutation probability: 10% | cross probability: 70% | population size: 50 | time: 0.15067 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 70% | population size: 50 | time: 0.377293 | score: 395
cross type: two | select type: turney | mutation probability: 10% | cross probability: 70% | population size: 50 | time: 0.180839 | score: 412
cross type: one | select type: rul | mutation probability: 10% | cross probability: 80% | population size: 50 | time: 0.371122 | score: 432
